scene,split,seq,img_path,t1,t2,t3,q1,q2,q3,q4,sp_path
heads,train,seq-02,heads/seq-02/frame-000012.color.png,0.0975549999999999,-0.0533853,0.1178432,0.9973961,-0.0571589,0.0350505,-0.0265574999999999,heads_seq-02_frame-000012.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000013.color.png,0.0984181,-0.0535523,0.1162343,0.9975178,-0.0533496,0.0371682,-0.0270275,heads_seq-02_frame-000013.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000014.color.png,0.0981293999999999,-0.0534524,0.1162685,0.9975229,-0.0532605,0.0371936999999999,-0.0269834,heads_seq-02_frame-000014.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000015.color.png,0.0992265,-0.0548238,0.1144462,0.9977167,-0.0522531,0.0370714,-0.0213722999999999,heads_seq-02_frame-000015.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000016.color.png,0.1001524999999999,-0.0576661999999999,0.1114998,0.998021,-0.0504053,0.0347014999999999,-0.0144625,heads_seq-02_frame-000016.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000017.color.png,0.1003239,-0.0577177,0.1115309,0.9980297,-0.05045,0.0343569,-0.0145286,heads_seq-02_frame-000017.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000018.color.png,0.1009703,-0.0598313,0.1081512999999999,0.9983195,-0.0468260999999999,0.0327805,-0.0095363999999999,heads_seq-02_frame-000018.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000019.color.png,0.1027932,-0.0622437,0.1042097999999999,0.9984276,-0.045075,0.0326466,-0.0066897999999999,heads_seq-02_frame-000019.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000020.color.png,0.1022306,-0.0619915999999999,0.1043303,0.9984519,-0.0447995999999999,0.0322311,-0.0069209999999999,heads_seq-02_frame-000020.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000021.color.png,0.1041013,-0.0649867,0.0998829,0.9984972,-0.0440505999999999,0.0323059,-0.0043729,heads_seq-02_frame-000021.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000022.color.png,0.1059061,-0.0677797,0.0952178,0.9985473,-0.0433965,0.0319079,-0.0013605,heads_seq-02_frame-000022.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000023.color.png,0.1061191,-0.0675928,0.0952546,0.998557,-0.0432421999999999,0.0318125,-0.0013819,heads_seq-02_frame-000023.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000024.color.png,0.1087071,-0.0702358999999999,0.0902937,0.9985623,-0.0447304,0.0295010999999999,0.0015152999999999,heads_seq-02_frame-000024.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000025.color.png,0.1087078,-0.0704445,0.0903329,0.998556,-0.0448898,0.0294688,0.0015694,heads_seq-02_frame-000025.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000026.color.png,0.1114336,-0.0749169,0.0849958,0.9984914,-0.0474906,0.0271688,0.0046251,heads_seq-02_frame-000026.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000027.color.png,0.113875,-0.078944,0.079734,0.9985443000000002,-0.0475851999999999,0.0242990999999999,0.0073863999999999,heads_seq-02_frame-000027.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000028.color.png,0.1170186999999999,-0.0811862,0.0747348,0.9986374,-0.0476609,0.0189744,0.0095822,heads_seq-02_frame-000028.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000029.color.png,0.1168766,-0.0814404,0.0747562,0.9986296999999998,-0.0478503,0.0189000999999999,0.0095863,heads_seq-02_frame-000029.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000030.color.png,0.1198051999999999,-0.0840567,0.0702755,0.9985289,-0.051233,0.014153,0.0107162,heads_seq-02_frame-000030.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000031.color.png,0.1228166999999999,-0.087814,0.0658584,0.9983696,-0.0550813999999999,0.0110229,0.0101297,heads_seq-02_frame-000031.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000032.color.png,0.1227111,-0.0876507,0.0658953999999999,0.9983828,-0.0549351,0.0107559,0.0099071,heads_seq-02_frame-000032.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000033.color.png,0.1272363,-0.089817,0.0616178,0.9982981,-0.0567783,0.0089861,0.0098132999999999,heads_seq-02_frame-000033.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000034.color.png,0.1323075,-0.0910001,0.0577650999999999,0.998069,-0.0606911999999999,0.0061573999999999,0.0117061,heads_seq-02_frame-000034.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000035.color.png,0.1323394,-0.0908281,0.0577118,0.9980752,-0.0606083,0.0061753,0.0115944,heads_seq-02_frame-000035.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000036.color.png,0.1389772,-0.0948718,0.0533000999999999,0.9976762,-0.0664235,0.0023194,0.0149907,heads_seq-02_frame-000036.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000037.color.png,0.1451191,-0.0987106,0.0485478,0.9974972,-0.0684466,-0.0013315999999999,0.0176796,heads_seq-02_frame-000037.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000038.color.png,0.1448544,-0.0987886,0.0485661,0.9974933,-0.0685107,-0.0013585,0.0176511,heads_seq-02_frame-000038.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000039.color.png,0.152842,-0.1008315,0.043524,0.9974846,-0.0682661,-0.0048094999999999,0.0184675,heads_seq-02_frame-000039.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000040.color.png,0.1613306,-0.1024472999999999,0.0387315,0.9973849,-0.0703152,-0.0061563,0.0155325,heads_seq-02_frame-000040.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000041.color.png,0.1709771,-0.1050895999999999,0.0334753,0.9972563,-0.073098,-0.0036312,0.0111105,heads_seq-02_frame-000041.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000042.color.png,0.170692,-0.1048625,0.0336029999999999,0.9972687,-0.072917,-0.0038574,0.0111056,heads_seq-02_frame-000042.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000043.color.png,0.1829161,-0.1062855,0.0283991,0.9971642,-0.0746916,-0.0005405,0.0091907,heads_seq-02_frame-000043.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000044.color.png,0.1971698999999999,-0.1075414,0.0235528,0.9969266,-0.077541,0.0002375,0.0111626,heads_seq-02_frame-000044.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000045.color.png,0.197579,-0.1075884,0.0236449,0.9969207,-0.0776,0.0001303,0.0112841,heads_seq-02_frame-000045.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000046.color.png,0.2101727,-0.1112066,0.01847,0.9966029,-0.0810745,0.0001012,0.0144763,heads_seq-02_frame-000046.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000047.color.png,0.2225929,-0.11452,0.0125785,0.996529,-0.0815684999999999,-0.0022276999999999,0.0164769,heads_seq-02_frame-000047.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000048.color.png,0.2229498999999999,-0.1145523,0.0126357,0.9965278,-0.0815858999999999,-0.002365,0.0164478,heads_seq-02_frame-000048.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000049.color.png,0.2344873,-0.1160469,0.0069608,0.9967408,-0.078832,-0.00317,0.016828,heads_seq-02_frame-000049.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000050.color.png,0.2458882999999999,-0.115891,0.0020357,0.9969856,-0.0761386999999999,0.0001264999999999,0.0149178,heads_seq-02_frame-000050.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000051.color.png,0.2624127,-0.1159195,-0.0027485,0.9969802,-0.0758641,0.0070607,0.0150089,heads_seq-02_frame-000051.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000052.color.png,0.2638188,-0.1160107,-0.0027275,0.996972,-0.0759796,0.0068092,0.0150838999999999,heads_seq-02_frame-000052.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000053.color.png,0.2754987,-0.1180079,-0.0070789,0.9967951,-0.0770135,0.0111195,0.0185685,heads_seq-02_frame-000053.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000054.color.png,0.2861067,-0.118593,-0.0114071,0.9966612,-0.0776393999999999,0.0106271,0.0229282,heads_seq-02_frame-000054.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000055.color.png,0.2961873,-0.1210021,-0.0159216,0.9963908,-0.0809981999999999,0.0069933,0.0244083,heads_seq-02_frame-000055.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000056.color.png,0.2963319,-0.1210631,-0.0159611,0.9963838,-0.0810602,0.0070792,0.0244641,heads_seq-02_frame-000056.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000057.color.png,0.3079394,-0.1217133,-0.02046,0.9963345,-0.0819733,0.0079473,0.0231242,heads_seq-02_frame-000057.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000058.color.png,0.3196425,-0.1235885999999999,-0.0246488,0.9960755,-0.0841543,0.0173541,0.0212265999999999,heads_seq-02_frame-000058.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000059.color.png,0.3337733,-0.1282713,-0.029657,0.9956757,-0.0860433999999999,0.0296042,0.0187116,heads_seq-02_frame-000059.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000060.color.png,0.3347678,-0.1282213,-0.0296372,0.9956806,-0.0861146,0.0291051,0.0189052,heads_seq-02_frame-000060.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000061.color.png,0.346279,-0.1306433,-0.0346471,0.9955553,-0.082912,0.0402941,0.0192759999999999,heads_seq-02_frame-000061.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000062.color.png,0.3578032,-0.1311924,-0.0395166,0.9954547,-0.0796663,0.046349,0.0239774,heads_seq-02_frame-000062.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000063.color.png,0.3731428,-0.1314365,-0.0446682,0.9951694,-0.0788389999999999,0.0510308,0.0286037,heads_seq-02_frame-000063.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000064.color.png,0.3723259,-0.1315759,-0.0446171999999999,0.9951496,-0.0789343,0.0512271999999999,0.0286785,heads_seq-02_frame-000064.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000065.color.png,0.3853887,-0.1323941,-0.04905,0.9945475,-0.0794986999999999,0.0599591,0.0309868,heads_seq-02_frame-000065.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000066.color.png,0.3983652,-0.1347612999999999,-0.0540991,0.9937288,-0.0817481,0.0699157,0.0305299,heads_seq-02_frame-000066.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000067.color.png,0.3967271,-0.1345812,-0.0540415,0.9937037,-0.0815468,0.0704641,0.0306255999999999,heads_seq-02_frame-000067.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000068.color.png,0.4072416,-0.1373945,-0.0579833,0.9927025,-0.0829083,0.0812595,0.0326336,heads_seq-02_frame-000068.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000069.color.png,0.4149689,-0.1374422,-0.0615966,0.991889,-0.0825679,0.0894156,0.0366538999999999,heads_seq-02_frame-000069.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000070.color.png,0.4224361,-0.1375448,-0.0638288,0.9915352,-0.0849361,0.0898708,0.0395863,heads_seq-02_frame-000070.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000071.color.png,0.4222454,-0.1372825,-0.0638489,0.9915542,-0.0847205,0.0898862,0.0395368,heads_seq-02_frame-000071.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000072.color.png,0.4338095,-0.1393382999999999,-0.0662836,0.9915077,-0.0891858,0.0855424,0.0405064,heads_seq-02_frame-000072.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000073.color.png,0.4463117999999999,-0.1397492,-0.0686993,0.9911556,-0.0919273,0.0865184,0.0409216,heads_seq-02_frame-000073.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000074.color.png,0.4464965,-0.1398896,-0.0687121,0.9911364,-0.092066,0.0865818,0.0409391,heads_seq-02_frame-000074.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000075.color.png,0.4581582,-0.1419115,-0.0709132,0.9902464,-0.0949886,0.0930025,0.0417112,heads_seq-02_frame-000075.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000076.color.png,0.4694714,-0.1441093,-0.0731197,0.9896355,-0.0944482,0.0996361,0.0421159,heads_seq-02_frame-000076.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000077.color.png,0.4695602,-0.1445142,-0.0731,0.9896259,-0.0947282,0.0995018,0.0420301,heads_seq-02_frame-000077.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000078.color.png,0.4785407999999999,-0.1434842999999999,-0.0744142,0.989089,-0.0909723,0.1079476999999999,0.0421214,heads_seq-02_frame-000078.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000079.color.png,0.4878765,-0.1432003,-0.0756056,0.9882244,-0.0892656999999999,0.1163404,0.0436919,heads_seq-02_frame-000079.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000080.color.png,0.4968071,-0.144025,-0.0765745,0.9873061,-0.0897868,0.1224191,0.046676,heads_seq-02_frame-000080.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000081.color.png,0.4968568,-0.1442506,-0.0765605,0.9873037,-0.0899739,0.122275,0.0467443,heads_seq-02_frame-000081.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000082.color.png,0.5058403,-0.146134,-0.0776446,0.9866702,-0.0907393999999999,0.1252489,0.0506065999999999,heads_seq-02_frame-000082.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000083.color.png,0.5166482,-0.1480668999999999,-0.0793061,0.986467,-0.0899375,0.1260087,0.053999,heads_seq-02_frame-000083.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000084.color.png,0.5166887,-0.1478928,-0.079391,0.986508,-0.0898292,0.1257979,0.0539221,heads_seq-02_frame-000084.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000085.color.png,0.5271706,-0.1503938,-0.0807732,0.9861197,-0.0881076,0.1292343,0.0557089,heads_seq-02_frame-000085.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000086.color.png,0.5348196999999999,-0.1516783,-0.0820537,0.9859795,-0.085141,0.132154,0.0559534999999999,heads_seq-02_frame-000086.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000087.color.png,0.5347145999999999,-0.1515747999999999,-0.0820081,0.9859932,-0.0850716,0.1320844,0.055982,heads_seq-02_frame-000087.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000088.color.png,0.5425323000000001,-0.153887,-0.0831568,0.986278,-0.0835265,0.1304368,0.0571431,heads_seq-02_frame-000088.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000089.color.png,0.5520744000000001,-0.155871,-0.0848903,0.9867787,-0.0823305,0.1271247,0.0576961,heads_seq-02_frame-000089.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000090.color.png,0.5519516,-0.1558822,-0.0848575,0.9867765,-0.0823372,0.1271513,0.0576645999999999,heads_seq-02_frame-000090.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000091.color.png,0.5601058000000001,-0.1589992,-0.0863198999999999,0.9865411,-0.0813208,0.1282922,0.0605371999999999,heads_seq-02_frame-000091.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000092.color.png,0.5672156999999999,-0.1609316,-0.0880976,0.9863417,-0.0791742,0.1299011,0.063145,heads_seq-02_frame-000092.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000093.color.png,0.5738693,-0.1615113,-0.0896507,0.9859916,-0.0780958,0.1329224,0.0636655,heads_seq-02_frame-000093.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000094.color.png,0.5739029999999999,-0.1614795,-0.0897206,0.9859935,-0.0780788,0.1329348,0.0636299999999999,heads_seq-02_frame-000094.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000095.color.png,0.580476,-0.1644665,-0.0907395,0.9850527,-0.0809211,0.1368029,0.0663928999999999,heads_seq-02_frame-000095.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000096.color.png,0.5803808000000001,-0.1642017,-0.0907837,0.9850752,-0.0807355,0.1367677,0.0663576,heads_seq-02_frame-000096.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000097.color.png,0.5881346,-0.1678916,-0.0926357,0.9843236,-0.0824697,0.1384535,0.0716681,heads_seq-02_frame-000097.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000098.color.png,0.5946178000000001,-0.1694522,-0.0948985,0.9837098,-0.0809072,0.1408535,0.0770016999999999,heads_seq-02_frame-000098.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000099.color.png,0.5946913,-0.1696388999999999,-0.0948352,0.9837221,-0.0810495,0.140761,0.0768643,heads_seq-02_frame-000099.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000100.color.png,0.6008139,-0.1702766,-0.0970641,0.983166,-0.0795811,0.1439671,0.0795294999999999,heads_seq-02_frame-000100.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000101.color.png,0.6057705,-0.1716742,-0.0985611,0.9822846,-0.0804928999999999,0.1481522,0.0817845,heads_seq-02_frame-000101.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000102.color.png,0.6053755000000001,-0.171465,-0.0985262,0.9822607,-0.0803058,0.1484172,0.0817753999999999,heads_seq-02_frame-000102.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000103.color.png,0.6127484000000001,-0.1737677,-0.1007539,0.9818722,-0.0827233999999999,0.1485293,0.083802,heads_seq-02_frame-000103.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000104.color.png,0.6187393,-0.1773524,-0.1023201,0.9812705,-0.0869998,0.1475293999999999,0.0881721,heads_seq-02_frame-000104.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000105.color.png,0.6188642,-0.1771145999999999,-0.1024351999999999,0.9813389,-0.0868208,0.1472856,0.0879941,heads_seq-02_frame-000105.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000106.color.png,0.6268074,-0.1806087999999999,-0.1049802,0.9813487,-0.0891077,0.1435052,0.0917643,heads_seq-02_frame-000106.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000107.color.png,0.6265364999999999,-0.1803167,-0.1050087,0.9813778,-0.0888867,0.1435717,0.0915641,heads_seq-02_frame-000107.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000108.color.png,0.6334581,-0.1834402,-0.1076933,0.9814298,-0.086933,0.1431425,0.0935327,heads_seq-02_frame-000108.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000109.color.png,0.6378558000000001,-0.1872416,-0.1097813,0.9811182,-0.0828073999999999,0.146573,0.0952173,heads_seq-02_frame-000109.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000110.color.png,0.6375696,-0.1867424,-0.1098251,0.981128,-0.0824476,0.1467652,0.0951322,heads_seq-02_frame-000110.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000111.color.png,0.642213,-0.1903184,-0.1118608,0.9809015,-0.079238,0.1483585,0.0976903,heads_seq-02_frame-000111.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000112.color.png,0.6450318,-0.1886379,-0.1143821999999999,0.9812202,-0.0749474,0.1478052,0.0987086,heads_seq-02_frame-000112.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000113.color.png,0.6451416999999999,-0.1888263999999999,-0.1143377999999999,0.9812369,-0.0750746,0.1476934,0.0986133,heads_seq-02_frame-000113.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000114.color.png,0.6455141,-0.1886493,-0.115045,0.9813904,-0.0754113999999999,0.1458816,0.0995212,heads_seq-02_frame-000114.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000115.color.png,0.6508797,-0.1912166,-0.1160311999999999,0.9821222,-0.0800558,0.1361855,0.1023743999999999,heads_seq-02_frame-000115.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000116.color.png,0.6507183000000001,-0.1911829,-0.1160168,0.9821357,-0.0800451,0.1361455,0.1023066,heads_seq-02_frame-000116.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000117.color.png,0.657863,-0.194488,-0.1167766,0.9829316,-0.0839396999999999,0.1231569,0.1078516,heads_seq-02_frame-000117.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000118.color.png,0.6623646,-0.1968363,-0.1167663,0.9834613,-0.0872551,0.1110643,0.1133805,heads_seq-02_frame-000118.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000119.color.png,0.6620488,-0.196883,-0.1166262,0.983456,-0.0872398,0.1110621,0.1134408,heads_seq-02_frame-000119.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000120.color.png,0.6682471999999999,-0.200468,-0.117056,0.9848035,-0.0889677,0.097778,0.1126331999999999,heads_seq-02_frame-000120.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000121.color.png,0.6682272,-0.2006312999999999,-0.1169793999999999,0.9847903,-0.0890608,0.0976896999999999,0.1127519,heads_seq-02_frame-000121.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000122.color.png,0.6701623999999999,-0.2009283999999999,-0.1166137999999999,0.986669,-0.0882836,0.0858099,0.1064277,heads_seq-02_frame-000122.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000123.color.png,0.6723496999999999,-0.201891,-0.1150078,0.9882497,-0.0933485,0.0737266,0.0959845,heads_seq-02_frame-000123.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000124.color.png,0.6719525,-0.2012997999999999,-0.1150823,0.9882884,-0.0928809999999999,0.0738246,0.0959638999999999,heads_seq-02_frame-000124.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000125.color.png,0.6784732,-0.2060322999999999,-0.1134847,0.98917,-0.1022031,0.0628305,0.0845556,heads_seq-02_frame-000125.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000126.color.png,0.6831716,-0.2099657999999999,-0.1123301999999999,0.9901574,-0.1064357,0.0506506999999999,0.075461,heads_seq-02_frame-000126.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000127.color.png,0.6831564999999999,-0.2101343,-0.1122686,0.9901374,-0.1065719,0.0507245999999999,0.0754812,heads_seq-02_frame-000127.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000128.color.png,0.6880831000000001,-0.2124612,-0.1102281,0.9911058,-0.1094902,0.0375245,0.0656746,heads_seq-02_frame-000128.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000129.color.png,0.6879708000000001,-0.2122186,-0.1103051999999999,0.9911411,-0.1092956,0.0374485,0.0655082,heads_seq-02_frame-000129.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000130.color.png,0.6951997,-0.2152727,-0.1080737,0.9918546,-0.1116593,0.0252244,0.0558609,heads_seq-02_frame-000130.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000131.color.png,0.7001781,-0.216916,-0.1053277,0.9925216,-0.1122767,0.0119651,0.0463864,heads_seq-02_frame-000131.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000132.color.png,0.7000014,-0.2167149,-0.1053543,0.9925449,-0.1120925,0.0119111,0.0463461,heads_seq-02_frame-000132.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000133.color.png,0.7066468000000001,-0.2195683999999999,-0.1015216999999999,0.9926752,-0.1147295,-0.0051494999999999,0.0375054,heads_seq-02_frame-000133.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000134.color.png,0.7161521,-0.2221768999999999,-0.0972873,0.9924594,-0.1162468,-0.0260281999999999,0.0288697999999999,heads_seq-02_frame-000134.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000135.color.png,0.7267795,-0.223235,-0.0923604,0.9916403,-0.1182066,-0.0462852,0.0231173,heads_seq-02_frame-000135.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000136.color.png,0.7264953000000001,-0.2230302,-0.0924903,0.991672,-0.1180039,-0.0462186999999999,0.0229260999999999,heads_seq-02_frame-000136.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000137.color.png,0.7389935000000001,-0.2261947,-0.086683,0.9899854,-0.1229097,-0.0669217,0.018538,heads_seq-02_frame-000137.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000138.color.png,0.7529916999999999,-0.2289288999999999,-0.0810521999999999,0.9882867,-0.1239678999999999,-0.0879958,0.0133467,heads_seq-02_frame-000138.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000139.color.png,0.75275,-0.2289223,-0.0809666999999999,0.9882899,-0.1239031999999999,-0.0880962,0.0130447,heads_seq-02_frame-000139.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000140.color.png,0.7641766,-0.2301734,-0.0746458,0.9862543,-0.1243555,-0.1083431,0.0099947,heads_seq-02_frame-000140.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000141.color.png,0.7798381,-0.2313645,-0.0680076,0.9837316,-0.1262212,-0.1277707,0.0038753999999999,heads_seq-02_frame-000141.color_sp.pth
